ANIO|AVALOR|ALCALDIA|VALOR|ADD
2026|A110136|11|8245.98|A
2026|A110146|11|13892.38|A
2026|A110156|11|15234.38|A
2026|A110166|11|20332.13|A
2026|A110176|11|19297.51|A
2026|A110184|11|7802.29|A
2026|A110194|11|10743.55|A
2026|A110207|11|3887.26|A
2026|A110213|11|4051.46|A
2026|A110224|11|4823.91|A
2026|A110233|11|7313.93|A
2026|A110245|11|8400.00|A
2026|A110256|11|13298.21|A
2026|A110265|11|7576.55|A
2026|A110276|11|11606.93|A
2026|A110282|11|4364.74|A
2026|A110296|11|11596.93|A
2026|A110303|11|4559.49|A
2026|A110315|11|8134.12|A
2026|A110326|11|13779.97|A
2026|A110336|11|19555.93|A
2026|A110343|11|3110.80|A
2026|A110357|11|2359.41|A
2026|A110366|11|12179.50|A
2026|A110374|11|5278.94|A
2026|A110385|11|10747.65|A
2026|A110393|11|3172.98|A
2026|A110403|11|4047.93|A
2026|A110412|11|3253.18|A
2026|A110424|11|5949.55|A
2026|A110437|11|5102.71|A
2026|A110447|11|3290.23|A
2026|A110453|11|4467.77|A
2026|A110463|11|4688.88|A
2026|A110472|11|1722.10|A
2026|A110483|11|4567.96|A
2026|A110496|11|9549.06|A
2026|A110507|11|2792.14|A
2026|A110517|11|3195.32|A
2026|A110527|11|8374.16|A
2026|A110537|11|16790.29|A
2026|A110547|11|15831.61|A
2026|A110553|11|2506.33|A
2026|A110566|11|22436.11|A
2026|A110576|11|22436.11|A
2026|A110586|11|22436.11|A
2026|A110596|11|22436.11|A
2026|A110606|11|22436.11|A
2026|A110616|11|22436.11|A
2026|A110625|11|8400.00|A
2026|A110635|11|10747.65|A
2026|A110645|11|8400.00|A
2026|A110655|11|7141.01|A
2026|A110665|11|7141.01|A
2026|A110675|11|7141.01|A
2026|A110686|11|12791.62|A
2026|A110696|11|13298.21|A
2026|A110706|11|14548.94|A
2026|A110716|11|12791.62|A
2026|A110723|11|3822.46|A
2026|A110733|11|3469.09|A
2026|A110747|11|9032.96|A
2026|A110752|11|3791.38|A
2026|A110763|11|4700.39|A
2026|A110773|11|7454.71|A
2026|A110784|11|5380.55|A
2026|A110793|11|4553.76|A
2026|A110803|11|4779.13|A
2026|A110813|11|2554.57|A
2026|A120010|12|863.79|A
2026|A120020|12|704.81|A
2026|A120030|12|934.61|A
2026|A120040|12|694.36|A
2026|A120050|12|751.62|A
2026|A120060|12|468.12|A
2026|A120070|12|437.29|A
2026|A120080|12|579.54|A
2026|A120090|12|522.02|A
2026|A120100|12|550.92|A
2026|A120110|12|495.02|A
2026|A120129|12|174.78|A
2026|A120130|12|870.01|A
2026|A120149|12|275.93|A
2026|A130011|13|1225.22|A
2026|A130020|13|1025.89|A
2026|A130031|13|1957.42|A
2026|A130041|13|1207.44|A
2026|A130050|13|706.07|A
2026|A130061|13|1918.41|A
2026|A130070|13|429.26|A
2026|A130080|13|521.88|A
2026|A130091|13|1632.72|A
2026|A130101|13|1346.42|A
2026|A130110|13|1030.42|A
2026|A130121|13|1471.99|A
2026|A130131|13|1437.66|A
2026|A130141|13|2027.78|A
2026|A130151|13|1440.84|A
2026|A130161|13|1029.81|A
2026|A130171|13|1852.60|A
2026|A130180|13|855.66|A
2026|A130190|13|945.85|A
2026|A130200|13|853.21|A
2026|A130219|13|256.43|A
2026|A130220|13|774.15|A
2026|A130240|13|1046.04|A
2026|A130259|13|833.05|A
2026|A130269|13|497.99|A
2026|A130279|13|123.69|A
2026|A130289|13|363.25|A
2026|A130290|13|96.40|A
2026|A130301|13|875.09|A
2026|A130311|13|1318.60|A
2026|A130320|13|753.65|A
2026|A130330|13|96.40|A
2026|A130340|13|851.18|A
2026|A130351|13|898.17|A
2026|A130361|13|804.36|A
2026|A130371|13|1012.19|A
2026|A130389|13|101.58|A
2026|A130399|13|1080.46|A
2026|A140015|14|7441.67|A
2026|A140021|14|1166.25|A
2026|A140032|14|2534.17|A
2026|A140042|14|2440.87|A
2026|A140053|14|4118.09|A
2026|A140064|14|3277.03|A
2026|A140073|14|4572.11|A
2026|A140084|14|3662.92|A
2026|A140097|14|2852.59|A
2026|A140107|14|4959.36|A
2026|A140111|14|1062.57|A
2026|A140122|14|4233.33|A
2026|A140131|14|2266.23|A
2026|A140143|14|3896.95|A
2026|A140154|14|3426.19|A
2026|A140162|14|2135.12|A
2026|A140174|14|3953.36|A
2026|A140180|14|184.81|A
2026|A140197|14|5384.09|A
2026|A140204|14|3854.55|A
2026|A140216|14|13344.58|A
2026|A140223|14|3679.02|A
2026|A140234|14|8026.42|A
2026|A140242|14|2247.33|A
2026|A140250|14|1188.53|A
2026|A140261|14|1289.13|A
2026|A140272|14|2706.28|A
2026|A140281|14|2030.71|A
2026|A140290|14|263.34|A
2026|A140302|14|2760.90|A
2026|A140310|14|699.39|A
2026|A140321|14|914.56|A
2026|A140332|14|1515.34|A
2026|A140341|14|1322.50|A
2026|A140351|14|1718.94|A
2026|A140360|14|234.78|A
2026|A140374|14|4140.27|A
2026|A140384|14|3493.50|A
2026|A140394|14|3501.31|A
2026|A140402|14|2237.03|A
2026|A140415|14|7018.03|A
2026|A140424|14|4939.73|A
2026|A140433|14|3952.47|A
2026|A140447|14|1571.49|A
2026|A140454|14|3567.25|A
2026|A140464|14|3579.08|A
2026|A140470|14|463.80|A
2026|A140482|14|1787.11|A
2026|A140494|14|10655.34|A
2026|A140503|14|2119.48|A
2026|A140515|14|11259.96|A
2026|A140522|14|1845.83|A
2026|A140533|14|3068.05|A
2026|A140542|14|2106.10|A
2026|A140550|14|859.89|A
2026|A140562|14|3539.55|A
2026|A140572|14|1878.96|A
2026|A140582|14|1598.99|A
